0,1,2,3,4,5,6,7
0.23286228,-0.416843,3.6921356,-3.0534976,2.9845948,13.211908,5.6391134,5.0267563
9.202078,8.889747,1.571688,3.799237,7.1722183,2.3349833,-1.3485712,0.13449337
5.5572453,9.775122,2.722839,5.1433353,5.9171624,3.59995,-1.407067,0.8178129
6.4985676,7.5146084,1.0890701,5.479442,8.159574,3.0979986,-2.8196912,-2.3991125
6.9552474,13.044225,2.9518192,-2.4358108,5.671137,4.957868,4.6186066,1.8510995
-2.0172231,-3.557614,2.8133307,0.21471028,6.4754453,3.23504,2.1451647,-2.4154074
-0.3384906,-5.584183,-0.96213627,5.1535497,3.2644243,5.1960235,5.0484138,-1.771774
2.5374236,-3.7652893,3.414237,0.6975816,2.1521077,5.0560675,-1.1925421,1.1591619
-1.3180083,-4.012937,1.9975928,0.6446008,5.5863004,2.405955,2.493129,1.8634386
-3.7964513,-2.7317479,-0.0014860508,2.318756,6.0100217,5.0705433,3.1866817,-0.07307573
-0.8383874,-5.1890016,-0.8064944,-0.013187859,6.016454,6.0107446,2.6073053,-0.4843167
4.9949145,9.876386,-3.3074028,-1.1575916,3.5343635,1.0672055,-0.2317353,1.3466868
2.9918947,1.6834301,4.3163133,-9.6462345,-3.63696,3.9048965,9.006726,-0.5394393
9.994393,7.7618713,-0.04274154,-1.930392,2.8449755,4.1740174,-5.0170064,1.3589218
7.874397,7.357773,1.2626107,-4.966674,2.6879847,5.3276505,-3.7864442,1.3508848
2.0851388,2.23982,-1.8106579,8.212598,-3.2482946,0.65715337,1.2506207,-1.3859787
2.963034,1.237917,-1.1198713,-7.86364,1.9561712,5.7887177,12.515205,6.048949
-1.5995407,4.244788,5.0284615,-2.714954,1.9063861,1.9707917,-0.8763044,0.41127342
2.4045565,4.0078807,6.237597,-3.2498257,-0.15440586,2.0342038,12.011873,-0.7138815
1.6378592,2.83974,0.5635022,-3.1461902,5.6528683,3.4868693,21.964218,-0.484832
3.5717611,7.1031213,-1.3849692,5.191204,6.321552,5.98548,11.753781,0.71388274
0.65936786,2.4405704,-0.015319527,-4.091225,6.710984,11.857804,3.8685544,2.0610979
2.142079,-3.525044,-0.6044783,-0.6806291,-1.9637587,-3.2844734,-9.358157,6.538162
2.6814833,-6.865056,1.1651736,1.1050168,-1.9405794,-4.363814,-10.374365,3.4893148
4.056435,-4.4782276,0.15854564,2.0611556,1.5368464,-2.168858,-9.18027,4.9334183
3.6096132,-4.3328037,0.1584495,-1.1821635,-0.40319714,-1.5704483,-12.371263,2.979971
0.5394471,-4.950971,3.7211852,-0.96744484,0.42189604,-1.0097537,-8.589929,4.530329
1.4453855,-7.2602873,1.1466703,-0.020687936,-0.3982159,1.5078471,-8.875743,4.312254
-6.220808,-10.739378,-1.1562437,2.031133,-9.500024,-14.736763,-8.743909,-5.635751
-7.721733,-2.6656656,-1.148023,1.8965179,-0.66362375,-9.782404,-5.7836637,-8.297956
8.0050125,-0.7214955,-1.0582163,4.5973735,-3.985289,7.1938667,-2.6795163,4.219076
-5.6829486,-9.649648,-0.72586,2.2008588,-7.5328493,-12.459257,-9.775259,-7.9806027
5.6635423,-0.63315797,-1.8065118,3.01528,-2.5294373,7.848995,-3.5145607,7.6105795
2.8088124,-2.4774668,-2.4806855,-0.08235525,5.707701,-7.884045,-4.6550612,-0.051391244
6.180607,4.4441795,-4.46412,3.7816758,5.386281,9.959948,3.468323,0.26766342
-0.28629294,-3.2947724,0.0935323,-2.4117434,3.8072348,-4.3857646,4.1175475,-6.8727307
-3.7081566,-5.465762,-0.018479979,1.4990342,-0.6605121,-4.747879,5.0805693,3.643483
7.4412346,9.408929,6.809763,-3.001585,2.3739119,4.368387,5.9597044,4.193153
3.6630838,8.787385,3.8774211,0.94988215,7.7532716,11.048681,1.4854116,2.9917932
2.795395,9.843805,6.922121,-1.2751331,4.0600996,10.642853,1.0740451,4.0201573
0.5284649,4.9313235,-0.21518241,-6.269262,7.0480514,-3.7088208,2.2218502,0.2880961
-4.6798487,1.8048302,-1.5385158,9.548258,3.3987832,3.398936,-8.20513,-2.2600951
4.159402,8.046661,2.6007311,-4.634604,9.626164,3.8192077,4.009354,1.6482307
5.5703993,7.3931074,0.840286,-2.1133666,6.364873,4.8494825,5.962066,0.8951893
